Jurisdiction,Tenure (En),Category,Species group,Year,Année,Juridiction,Data qualifier,Volume (cubic metres) (En),Volume (cubic metres) (En) Nulls
Quebec,Provincial land,Logs and bolts,Softwoods,1990,1990,Québec,a,13758877,13758877
Quebec,Private land,Logs and bolts,Softwoods,1990,1990,Québec,a,1484700,1484700
Quebec,Provincial land,Logs and bolts,Hardwoods,1990,1990,Québec,a,2114331,2114331
Quebec,Private land,Logs and bolts,Hardwoods,1990,1990,Québec,a,825100,825100
Quebec,Provincial land,Logs and bolts,Unspecified,1990,1990,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1990,1990,Québec,u,,
Quebec,Provincial land,Pulpwood,Softwoods,1990,1990,Québec,a,5178353,5178353
Quebec,Private land,Pulpwood,Softwoods,1990,1990,Québec,a,2435400,2435400
Quebec,Provincial land,Pulpwood,Hardwoods,1990,1990,Québec,a,349935,349935
Quebec,Private land,Pulpwood,Hardwoods,1990,1990,Québec,a,1605300,1605300
Quebec,Provincial land,Pulpwood,Unspecified,1990,1990,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1990,1990,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Softwoods,1990,1990,Québec,a,79922,79922
Quebec,Private land,Other industrial roundwood,Softwoods,1990,1990,Québec,a,1200,1200
Quebec,Provincial land,Other industrial roundwood,Hardwoods,1990,1990,Québec,a,0,
Quebec,Private land,Other industrial roundwood,Hardwoods,1990,1990,Québec,a,1600,1600
Quebec,Provincial land,Other industrial roundwood,Unspecified,1990,1990,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1990,1990,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1990,1990,Québec,a,3388,3388
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1990,1990,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Hardwoods,1990,1990,Québec,a,55799,55799
Quebec,Private land,Fuelwood*b and firewood*c,Hardwoods,1990,1990,Québec,e,2123000,2123000
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1990,1990,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1990,1990,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,1990,1990,Québec,a,45004,45004
Quebec,Federal land,Logs and bolts,Hardwoods,1990,1990,Québec,a,1548,1548
Quebec,Federal land,Logs and bolts,Unspecified,1990,1990,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,1990,1990,Québec,a,78500,78500
Quebec,Federal land,Pulpwood,Hardwoods,1990,1990,Québec,a,4500,4500
Quebec,Federal land,Pulpwood,Unspecified,1990,1990,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,1990,1990,Québec,a,1248,1248
Quebec,Federal land,Other industrial roundwood,Hardwoods,1990,1990,Québec,a,61,61
Quebec,Federal land,Other industrial roundwood,Unspecified,1990,1990,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,1990,1990,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1990,1990,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1990,1990,Québec,u,,
Quebec,Provincial land,Logs and bolts,Softwoods,1991,1991,Québec,a,13847382,13847382
Quebec,Private land,Logs and bolts,Softwoods,1991,1991,Québec,a,1846200,1846200
Quebec,Provincial land,Logs and bolts,Hardwoods,1991,1991,Québec,a,1947136,1947136
Quebec,Private land,Logs and bolts,Hardwoods,1991,1991,Québec,a,894700,894700
Quebec,Provincial land,Logs and bolts,Unspecified,1991,1991,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1991,1991,Québec,u,,
Quebec,Provincial land,Pulpwood,Softwoods,1991,1991,Québec,a,3353656,3353656
Quebec,Private land,Pulpwood,Softwoods,1991,1991,Québec,a,2507600,2507600
Quebec,Provincial land,Pulpwood,Hardwoods,1991,1991,Québec,a,434447,434447
Quebec,Private land,Pulpwood,Hardwoods,1991,1991,Québec,a,1707700,1707700
Quebec,Provincial land,Pulpwood,Unspecified,1991,1991,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1991,1991,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Softwoods,1991,1991,Québec,a,85448,85448
Quebec,Private land,Other industrial roundwood,Softwoods,1991,1991,Québec,a,12200,12200
Quebec,Provincial land,Other industrial roundwood,Hardwoods,1991,1991,Québec,a,3261,3261
Quebec,Private land,Other industrial roundwood,Hardwoods,1991,1991,Québec,a,600,600
Quebec,Provincial land,Other industrial roundwood,Unspecified,1991,1991,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1991,1991,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1991,1991,Québec,a,1408,1408
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1991,1991,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Hardwoods,1991,1991,Québec,a,38637,38637
Quebec,Private land,Fuelwood*b and firewood*c,Hardwoods,1991,1991,Québec,e,2123000,2123000
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1991,1991,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1991,1991,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,1991,1991,Québec,a,253,253
Quebec,Federal land,Logs and bolts,Hardwoods,1991,1991,Québec,a,0,
Quebec,Federal land,Logs and bolts,Unspecified,1991,1991,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,1991,1991,Québec,a,112345,112345
Quebec,Federal land,Pulpwood,Hardwoods,1991,1991,Québec,a,20703,20703
Quebec,Federal land,Pulpwood,Unspecified,1991,1991,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,1991,1991,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Hardwoods,1991,1991,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Unspecified,1991,1991,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,1991,1991,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1991,1991,Québec,a,6585,6585
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1991,1991,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1992,1992,Québec,a,3791,3791
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1993,1993,Québec,a,3964,3964
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1994,1994,Québec,a,5518,5518
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1995,1995,Québec,a,4594,4594
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1996,1996,Québec,a,4586,4586
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1997,1997,Québec,a,7410,7410
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1998,1998,Québec,a,0,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,1999,1999,Québec,a,4948,4948
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2001,2001,Québec,a,5419,5419
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2002,2002,Québec,a,0,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2003,2003,Québec,a,3997,3997
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2004,2004,Québec,a,11,11
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2005,2005,Québec,a,1126,1126
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2006,2006,Québec,a,2708,2708
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2008,2008,Québec,a,4,4
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2009,2009,Québec,a,0,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2010,2010,Québec,a,2656,2656
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2011,2011,Québec,a,1203,1203
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2012,2012,Québec,a,1107,1107
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2013,2013,Québec,a,1629,1629
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2014,2014,Québec,a,2307,2307
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2015,2015,Québec,a,2310,2310
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2000,2000,Québec,e,3228,3228
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2007,2007,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2016,2016,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2017,2017,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Hardwoods,2018,2018,Québec,u,,
Quebec,Federal land,Logs and bolts,Hardwoods,1992,1992,Québec,a,6047,6047
Quebec,Federal land,Logs and bolts,Hardwoods,1993,1993,Québec,a,9250,9250
Quebec,Federal land,Logs and bolts,Hardwoods,1994,1994,Québec,a,879,879
Quebec,Federal land,Logs and bolts,Hardwoods,1995,1995,Québec,a,821,821
Quebec,Federal land,Logs and bolts,Hardwoods,1996,1996,Québec,a,3975,3975
Quebec,Federal land,Logs and bolts,Hardwoods,1997,1997,Québec,a,2848,2848
Quebec,Federal land,Logs and bolts,Hardwoods,1998,1998,Québec,a,2927,2927
Quebec,Federal land,Logs and bolts,Hardwoods,1999,1999,Québec,a,1802,1802
Quebec,Federal land,Logs and bolts,Hardwoods,2001,2001,Québec,a,7614,7614
Quebec,Federal land,Logs and bolts,Hardwoods,2002,2002,Québec,a,0,
Quebec,Federal land,Logs and bolts,Hardwoods,2003,2003,Québec,a,16209,16209
Quebec,Federal land,Logs and bolts,Hardwoods,2005,2005,Québec,a,544,544
Quebec,Federal land,Logs and bolts,Hardwoods,2006,2006,Québec,a,1158,1158
Quebec,Federal land,Logs and bolts,Hardwoods,2008,2008,Québec,a,758,758
Quebec,Federal land,Logs and bolts,Hardwoods,2009,2009,Québec,a,45,45
Quebec,Federal land,Logs and bolts,Hardwoods,2010,2010,Québec,a,1560,1560
Quebec,Federal land,Logs and bolts,Hardwoods,2011,2011,Québec,a,344,344
Quebec,Federal land,Logs and bolts,Hardwoods,2012,2012,Québec,a,153,153
Quebec,Federal land,Logs and bolts,Hardwoods,2013,2013,Québec,a,172,172
